FlightNumber,Date,Route,AircraftType,Distance_km,Payload_kg,PassengerCount,FuelUplifted_kg,PlannedFuel_kg,ActualFuel_kg,CG_Position_percent_MAC,DelayMinutes,DelayReason,TaxiOutTime_min,WindComponent_kts,WeatherCondition
AB4382,09-04-2024,SHJ-DOH,A320,1953.3,14701.5,127,9122.6,9262.9,8780.6,29.83,25,None,12.1,-10.2,Clear
AB4383,17-03-2024,SHJ-JED,A320,1499.3,13937,154,8010.2,8040.4,7861.1,27.55,5,Weather,15.9,1.8,Storm
AB4384,10-04-2024,SHJ-MCT,A321,2284.7,16896.2,202,8108.2,8298.5,7808.6,29.22,32,ATC,24.2,-11.6,Rain
AB4385,19-03-2024,SHJ-CAI,A320,1844.1,13012.3,160,7639.1,7668.4,7306.1,27.46,18,None,14.5,-33.7,Cloudy
AB4386,22-01-2024,SHJ-MCT,A321,2041.7,16227.6,162,8753.8,8870,8358.6,29.42,0,Technical,15.9,-21.7,Fog
AB4387,25-01-2024,SHJ-RUH,A320,1892.9,15110.9,184,7414.6,7585.2,7170.9,27.64,0,ATC,17,0.2,Rain
AB4388,19-04-2024,SHJ-DOH,A320,1619,13571.1,147,8956.4,9102.7,8627.6,29.57,0,None,14.2,-26.5,Cloudy
AB4389,17-01-2024,SHJ-MCT,A321,2213.8,17005.9,200,8808.1,8935.4,8412.4,29.32,0,Weather,24,-17.2,Fog
AB4390,14-02-2024,SHJ-DEL,A321,2167.6,15680.7,197,8609.1,8668.2,8508.8,27.4,8,Technical,12.2,-9.1,Clear
AB4391,11-03-2024,SHJ-DOH,A320,1467.1,15194.7,181,6933.8,6991,6643.2,28.58,45,Weather,23.9,-30.3,Storm
AB4392,18-03-2024,SHJ-DOH,A320,1822.9,15522.3,175,9010.1,9113.9,8645,27.93,0,None,14.2,-33.5,Cloudy
AB4393,16-04-2024,SHJ-MCT,A321,2129.7,16599.5,207,9715.9,9795.1,9349.4,29.74,32,ATC,20.1,-28.2,Clear
AB4394,03-03-2024,SHJ-DEL,A320,1989.3,14482.6,177,9535.2,9713.9,9164.2,27.85,1,Technical,23.7,-34.8,Rain
AB4395,23-03-2024,SHJ-RUH,A320,2177.7,15301.9,166,9201.3,9236.8,8835,27.18,15,None,18.8,-0.4,Fog
AB4396,27-03-2024,SHJ-RUH,A320,1860.4,12731.3,154,8743.1,8772.5,8625.3,27.63,28,None,16.9,-13.1,Storm
AB4397,26-03-2024,SHJ-JED,A321,2201,16359.1,196,10339.8,10428.1,10165.3,30.15,0,None,10.2,-51.8,Rain
AB4398,09-03-2024,SHJ-CAI,A321,2333.3,17233.6,203,8229,8387.9,7943.6,27.73,31,Weather,9.5,-37.1,Rain
AB4399,26-02-2024,SHJ-CAI,A320,1821.9,14947.7,194,8991.8,9100.9,8536.5,27.38,33,ATC,24.8,-6,Cloudy
AB4400,29-03-2024,SHJ-MCT,A320,1922.5,15392,171,7979.5,8103.3,7606.9,28.89,7,None,22.5,-7.1,Fog
AB4401,03-01-2024,SHJ-JED,A320,1842.7,13249.7,189,6790.3,6898.7,6586.1,25.49,40,None,18.1,3.1,Rain
AB4402,02-02-2024,SHJ-MCT,A321,2560.8,16345.2,236,8439.9,8516.2,8096.6,29.7,27,Weather,17.2,-11.8,Fog
AB4403,20-01-2024,SHJ-JED,A320,1988.9,14187.8,215,7862.9,8020.1,7397.3,26.14,39,ATC,23.4,-18.3,Rain
AB4404,21-02-2024,SHJ-DEL,A321,2273.8,16992.8,237,9086.9,9132.7,8628.3,27.24,21,ATC,24.3,-22.7,Fog
AB4405,13-02-2024,SHJ-MCT,A321,1747.2,15009.1,218,9489.9,9593.6,9061.5,28.26,16,Late Arrival,23.1,0.3,Storm
AB4406,01-02-2024,SHJ-JED,A321,2177.8,16567.4,225,8751.4,8839.8,8377.7,28.92,10,None,18.6,8.7,Cloudy
AB4407,09-01-2024,SHJ-JED,A320,1706.2,13582.5,193,8444.7,8493.2,8067.9,28.25,26,Weather,14.6,-10.6,Rain
AB4408,20-02-2024,SHJ-JED,A321,2159.1,15854.6,230,10637.9,10760.4,10325,30.32,2,Technical,19.7,-25.8,Cloudy
AB4409,01-01-2024,SHJ-DOH,A321,1996.3,16105.4,187,9925.6,9955.7,9702.8,29.74,23,Technical,16.3,-9.5,Fog
AB4410,09-02-2024,SHJ-DEL,A321,2038.8,16127.7,218,10533.8,10604,10272,29.98,22,ATC,18.7,-2.3,Clear
AB4411,29-01-2024,SHJ-DOH,A320,2189.4,14365.9,153,8497.3,8659.4,8279.3,27.3,6,Weather,13.8,-17.3,Clear
AB4412,06-03-2024,SHJ-CAI,A321,2243.5,17242.6,212,9546.3,9631.9,9303.7,27.61,37,Technical,17.5,4.6,Storm
AB4413,25-03-2024,SHJ-CAI,A321,2175.8,14597.9,200,9497.4,9631.2,9190.9,29.17,3,ATC,13.4,-26.1,Rain
AB4414,11-04-2024,SHJ-DOH,A320,1920.9,14858.4,151,9007,9062.6,8650.1,28.25,17,Technical,12.7,-40.4,Rain
AB4415,13-03-2024,SHJ-DEL,A320,1894.8,13545.7,195,9721.1,9868.7,9373.9,26.98,0,None,17.3,-39.3,Clear
AB4416,17-02-2024,SHJ-DEL,A321,2261.5,15716.3,213,9326.9,9443.2,8963.2,28.6,0,None,18.8,-46.1,Rain
AB4417,10-01-2024,SHJ-DEL,A321,2449.2,17028.9,226,8530.5,8597.2,8194.9,29.15,0,Technical,17.6,-40.7,Rain
AB4418,03-01-2024,SHJ-RUH,A320,1768,12355.6,199,8160.4,8294.2,7859.8,26.7,0,Weather,20.7,-17.6,Storm
AB4419,16-03-2024,SHJ-MCT,A321,2056.1,17148,216,10005.6,10071.5,9666.6,28.92,0,Weather,15.4,-23.7,Storm
AB4420,15-02-2024,SHJ-MCT,A320,1925.4,14512.2,149,7225.8,7311.1,6795.1,28.11,25,Weather,17.6,-22.3,Clear
AB4421,13-04-2024,SHJ-MCT,A320,1736.9,13490.9,167,6177.5,6304.5,5913.6,28.42,38,Technical,22.2,-13.9,Storm
AB4422,21-01-2024,SHJ-JED,A320,1805.7,13543.5,175,8323.5,8380.1,8060.9,27.95,33,ATC,18.6,-19.6,Storm
AB4423,13-01-2024,SHJ-MCT,A320,1884.6,14481.3,169,7957.9,8108.2,7708.7,27.57,41,ATC,18.8,-19.2,Clear
AB4424,30-04-2024,SHJ-MCT,A320,1952,13346.8,176,8115.3,8181.1,7774.2,27.31,0,None,15.7,-27.6,Storm
AB4425,25-04-2024,SHJ-RUH,A321,2066.5,16384.5,211,9999.7,10132.3,9643.2,29.69,15,Weather,18.3,-6.1,Fog
AB4426,23-03-2024,SHJ-DOH,A321,2338.7,15018,206,7696.6,7771.2,7578.9,28.87,1,ATC,9.1,-8.4,Fog
AB4427,01-03-2024,SHJ-MCT,A320,1658.6,14489.4,151,7502.4,7584.9,7159,28.17,15,ATC,10.9,-12.8,Storm
AB4428,24-04-2024,SHJ-DOH,A320,1612.5,12888.9,150,8814.5,8947,8674.5,28.34,11,ATC,19.2,-24.4,Fog
AB4429,08-04-2024,SHJ-MCT,A320,1936.5,13573.4,132,7922.8,8047.4,7542.6,29.81,4,Weather,17.2,-23.5,Storm
AB4430,27-03-2024,SHJ-DEL,A321,2044.7,16026.9,189,7206.1,7307.3,6964.1,29.63,0,None,15.2,-4.5,Fog
AB4431,08-03-2024,SHJ-RUH,A321,1933.8,16336.7,229,8791.6,8976.9,8644.9,29.8,26,Late Arrival,17.6,-10.4,Storm
AB4432,15-02-2024,SHJ-MCT,A320,1301.9,13562.7,183,6604.1,6720.1,6337.4,27.22,10,None,19.9,-15.5,Fog
AB4433,25-04-2024,SHJ-JED,A321,2119.9,15670.9,217,9839.2,9944.9,9510.1,29.34,27,Technical,19.5,-18.5,Fog
AB4434,12-01-2024,SHJ-JED,A321,2094.6,17885.9,187,9297.2,9305.9,9048.1,29.35,5,Technical,18.2,-22.7,Cloudy
AB4435,04-01-2024,SHJ-RUH,A321,2350.7,17381.5,187,11265.3,11394.7,10989.4,29.18,12,ATC,20.8,-0.2,Clear
AB4436,19-01-2024,SHJ-DEL,A320,1955.4,13756.7,163,7436.5,7566,7065,27.66,36,ATC,23.4,7.4,Clear
AB4437,15-02-2024,SHJ-DEL,A321,2042,16399.8,206,12103.7,12267,11802.7,30.03,8,Weather,18.3,-12.2,Storm
AB4438,04-02-2024,SHJ-CAI,A321,2451.6,16328,199,10432.3,10544.9,10247,30.06,18,None,15.2,-35,Rain
AB4439,02-03-2024,SHJ-DEL,A320,2037.4,13824.3,146,9138.9,9186.3,8758.8,30.51,0,ATC,21.9,9.8,Storm
AB4440,12-03-2024,SHJ-DOH,A321,2377.6,16759.2,181,11541,11570.3,11154.5,30.54,11,Technical,16.6,-28.6,Fog
AB4441,26-03-2024,SHJ-DOH,A321,2234.2,17308,200,9627.6,9751.4,8989.5,29.97,0,Weather,11.2,2,Fog
AB4442,27-02-2024,SHJ-RUH,A321,2435.8,18213.9,208,10754.3,10881.4,10709.7,30.03,0,None,23.3,-22.7,Clear
AB4443,23-02-2024,SHJ-MCT,A321,2184.1,16241.4,240,9045.6,9102.8,8803.3,28.63,13,None,21.2,-31.3,Storm
AB4444,29-03-2024,SHJ-DEL,A321,2274.6,17112,191,9563.1,9666.8,9271.6,28.47,7,None,18.2,8,Clear
AB4445,03-01-2024,SHJ-DOH,A320,1808.9,15338.4,193,6681,6851.8,6410.2,28.18,7,Technical,21.8,-4,Cloudy
AB4446,01-03-2024,SHJ-MCT,A320,1794.1,13721.7,117,8047.1,8096.7,7785.2,27.79,1,Weather,18.8,-24.2,Storm
AB4447,04-02-2024,SHJ-RUH,A321,2289.4,16673.9,235,8965.7,9119.1,8487.7,30.49,15,Late Arrival,16.6,-28.1,Storm
AB4448,26-02-2024,SHJ-DEL,A320,2150.5,15096.7,144,8977.6,9093.8,8760.2,28.83,39,None,19.2,-22,Fog
AB4449,24-03-2024,SHJ-CAI,A320,1808.8,15066.8,180,7983.7,7961.9,7870,28.23,0,Weather,15.4,-23.4,Storm
AB4450,29-01-2024,SHJ-CAI,A320,2215.3,14122.4,179,8504.5,8584.6,8446.7,26.78,44,ATC,8.9,-26.3,Rain
AB4451,16-03-2024,SHJ-DOH,A320,1747.9,13014.2,167,7957.7,8082.8,7641.4,28.24,17,ATC,23.6,-44.7,Rain
AB4452,15-01-2024,SHJ-MCT,A320,1940,12954.3,152,8121.1,8247.5,7780,27.05,42,Weather,15.9,-30.8,Cloudy
AB4453,24-02-2024,SHJ-CAI,A320,1545.6,12629.5,137,8314.4,8371.1,7953.9,26.86,5,None,18.5,-16.1,Rain
AB4454,19-03-2024,SHJ-CAI,A321,2007.1,16332.8,240,8305.2,8430.2,8008.1,28.03,22,Late Arrival,11.3,-10.5,Rain
AB4455,28-04-2024,SHJ-CAI,A321,2208.7,15080.6,223,8604.1,8735.6,8319.5,28.04,0,Late Arrival,23.6,-51,Cloudy
AB4456,08-02-2024,SHJ-CAI,A321,2483.7,15035.7,196,9782.4,9897.3,9422.1,29.05,1,None,25.8,-8.4,Rain
AB4457,05-04-2024,SHJ-MCT,A321,2435.1,16078.6,163,10520,10629.2,10184.4,28.43,3,None,15,-19.3,Clear
AB4458,11-04-2024,SHJ-CAI,A320,1572.9,14762.6,205,7402.3,7497.2,7261.6,28.32,19,Technical,26,-7.8,Fog
AB4459,16-03-2024,SHJ-MCT,A320,1437.7,12764,173,7545.8,7599,7094.3,28.96,0,None,19.3,-32.4,Rain
AB4460,05-02-2024,SHJ-RUH,A321,2311.8,17572.7,215,11409.1,11514,11181.2,29.85,0,Technical,18.3,-10,Fog
AB4461,22-04-2024,SHJ-CAI,A321,2385.8,17641.8,192,9788.3,9852,9619.7,28.83,32,Technical,20.6,-19.4,Fog
AB4462,07-04-2024,SHJ-JED,A320,1889.7,14521.2,172,7424.9,7513.8,7220.6,27.21,22,ATC,25.6,-11.5,Clear
AB4463,16-03-2024,SHJ-CAI,A321,1838,15866.7,210,8065.2,8188.7,7762.1,30.41,46,ATC,12,-21.7,Storm
AB4464,02-04-2024,SHJ-MCT,A321,2179.2,15787,211,9419.9,9587.8,9058.6,29.13,0,ATC,12.9,10.6,Cloudy
AB4465,14-01-2024,SHJ-DEL,A321,2381.4,16899.7,206,11111.9,11126.3,10827.8,29.27,0,ATC,19.3,0.2,Cloudy
AB4466,15-01-2024,SHJ-DOH,A320,1465.5,13100.4,182,7500.5,7621.4,7159,28.89,0,Weather,5.2,-14,Rain
AB4467,25-04-2024,SHJ-RUH,A321,1886.2,17435.2,209,9204,9216.9,8834.9,28.8,18,ATC,19.3,-27.3,Storm
AB4468,17-02-2024,SHJ-CAI,A321,2104.3,18043.2,228,8835.8,8973.6,8401,29.49,20,None,12.3,2.6,Cloudy
AB4469,19-04-2024,SHJ-MCT,A320,1990.3,14245.1,169,7908.5,8035.3,7665.4,27.2,13,Technical,18.5,-14.2,Clear
AB4470,08-02-2024,SHJ-CAI,A321,2388.2,16903.3,223,7560.1,7663.8,7214,29.37,0,None,23.8,-16.2,Storm
AB4471,28-04-2024,SHJ-DEL,A320,1651,13431.7,183,7914.7,8004.8,7615.2,29.01,19,None,12.1,-34.6,Cloudy
AB4472,13-03-2024,SHJ-DEL,A320,1800.9,13357,121,7255,7335,6982.8,28.72,0,ATC,14.1,-8.1,Rain
AB4473,14-01-2024,SHJ-MCT,A320,1666.5,12788.6,151,8446.2,8510,8171.5,28.48,17,Technical,11.7,-18.6,Storm
AB4474,12-02-2024,SHJ-DOH,A321,1940.1,17670.1,234,9212.3,9274.5,8805.8,28.86,0,Weather,17.9,-19,Fog
AB4475,20-02-2024,SHJ-MCT,A321,2199.5,16409.8,212,10755.4,10951.4,10656.5,28.65,8,Weather,24.6,-10.9,Storm
AB4476,01-01-2024,SHJ-RUH,A321,2307,17745.6,206,10419,10539.9,10245.1,29.56,32,None,21.5,-16.9,Clear
AB4477,28-04-2024,SHJ-RUH,A320,1736.5,13671.3,158,6702.1,6852.1,6227.8,28.25,26,None,21.8,-34.9,Rain
AB4478,31-03-2024,SHJ-CAI,A321,2327.4,17769.7,196,7966.3,8061.5,7782.5,27.78,6,ATC,14.7,-20,Rain
AB4479,20-02-2024,SHJ-DOH,A320,1698.1,13964,177,7041.9,7099.3,6713.8,27.99,8,ATC,19.8,-17.2,Cloudy
AB4480,29-04-2024,SHJ-RUH,A321,2447.8,16473.9,197,10429.7,10573.9,10096.6,28.88,0,ATC,29.2,-29,Cloudy
AB4481,07-02-2024,SHJ-MCT,A320,1567.8,14717,146,7607.6,7700.4,7295.1,27.64,41,None,17.4,-33.5,Cloudy
AB4482,29-04-2024,SHJ-JED,A320,1995.4,13277.5,162,7095.4,7197.4,6774.2,27.97,13,ATC,22.1,-9.5,Cloudy
AB4483,25-01-2024,SHJ-CAI,A321,1992.1,15825.3,228,8717.2,8859.1,8368,27.36,1,Technical,22.1,-22.2,Rain
AB4484,22-02-2024,SHJ-MCT,A320,1719.2,14831.1,187,7321.6,7332.4,6844.9,26.49,0,ATC,16.3,-24.3,Cloudy
AB4485,25-03-2024,SHJ-DOH,A321,2093.1,15774.4,205,8910.2,9011.7,8542,28.78,8,Weather,23.6,-27.3,Storm
AB4486,10-04-2024,SHJ-RUH,A320,1545.3,13022.6,160,8481.5,8663.9,8093.5,28.74,0,ATC,17,-52.5,Rain
AB4487,31-03-2024,SHJ-JED,A320,1737.7,13394.9,118,10107.5,10102.2,9845.3,27.73,43,Weather,27.5,-19.1,Rain
AB4488,18-02-2024,SHJ-RUH,A320,1819.3,15225.6,161,8460.3,8506.5,8076.3,29.54,0,ATC,14.8,-18.5,Clear
AB4489,23-03-2024,SHJ-JED,A321,2387.9,17177.4,209,9784.2,9884.6,9376.8,28.19,0,Weather,22.5,-32.2,Rain
AB4490,09-01-2024,SHJ-DOH,A321,1886.4,16195.8,208,10360.5,10477.8,10206.3,30.15,0,ATC,18.4,-52.3,Clear
AB4491,08-02-2024,SHJ-MCT,A321,2374.6,17295.6,209,8172.7,8260.5,7806,26.22,25,ATC,23.8,0.1,Cloudy
AB4492,09-03-2024,SHJ-CAI,A320,1544.6,12083.2,156,8517.9,8538.3,8312.1,28.72,3,ATC,21.1,-19.8,Fog
AB4493,19-03-2024,SHJ-CAI,A321,2166.8,16435.9,202,9041.5,9165.6,8851.6,30.25,0,Technical,27.3,-14.4,Cloudy
AB4494,27-02-2024,SHJ-CAI,A320,1851.6,14655,184,7545.4,7697.8,7189.9,27.62,10,ATC,14.2,-27.4,Cloudy
AB4495,07-03-2024,SHJ-MCT,A320,1730.1,13095.8,163,8330.8,8390.4,7988,27.39,27,ATC,15,-7.6,Clear
AB4496,18-01-2024,SHJ-CAI,A321,2053.5,16877,225,6850.3,7015.5,6463.5,28.69,16,Weather,13.8,-14.5,Clear
AB4497,28-01-2024,SHJ-MCT,A320,2292.2,11803.3,154,8796.8,8827.6,8370.6,27.36,0,Technical,14.7,-21.7,Cloudy
AB4498,26-01-2024,SHJ-CAI,A321,1914.3,16245.5,191,9431.1,9522.7,9201.7,27.96,29,Weather,16.4,-19.8,Clear
AB4499,03-04-2024,SHJ-JED,A320,1770.8,14007.2,165,8805.1,8869.1,8533.7,28.04,0,Late Arrival,17.6,-35.8,Storm
AB4500,10-04-2024,SHJ-DOH,A321,2410,15719.5,233,9438.9,9500.5,9053.3,27.03,0,None,30.5,-29,Clear
AB4501,26-02-2024,SHJ-DOH,A320,2019.2,12702.2,168,8348.4,8432.5,7764.8,27.29,17,None,13.4,-13.9,Fog
AB4502,19-03-2024,SHJ-CAI,A321,2189.3,15746.2,219,9608.3,9790.9,9232.3,28.5,1,Technical,11.3,-12.2,Clear
AB4503,23-01-2024,SHJ-CAI,A321,2071,16845.5,233,8815.6,8966.3,8563,29.71,22,Technical,16,-41.5,Clear
AB4504,30-04-2024,SHJ-MCT,A320,1657.6,12990.5,176,8284.5,8363.1,8044.4,28.48,3,None,15.1,9.7,Fog
AB4505,08-04-2024,SHJ-CAI,A321,2090.1,17168.6,217,7976.7,8117.7,7744.6,28.87,0,ATC,20,-28.7,Clear
AB4506,28-01-2024,SHJ-CAI,A320,1887.2,16687.8,172,8612.2,8656.2,8337.6,29.02,0,ATC,16.9,6.9,Fog
AB4507,07-02-2024,SHJ-DOH,A320,1732.5,15215.3,172,7446.9,7511.1,7112.8,28.9,34,None,18.2,0.1,Fog
AB4508,13-04-2024,SHJ-JED,A320,1832,14914.5,224,10475.1,10589.8,10193.4,26.95,25,ATC,19.9,-31.6,Cloudy
AB4509,21-01-2024,SHJ-JED,A320,2037.4,13734.4,154,8399.5,8497.9,8146,29.75,0,Technical,21.4,-28.8,Rain
AB4510,08-01-2024,SHJ-DOH,A321,2005.4,16418.5,240,10281.6,10355.4,9935.4,28.62,0,None,27,-16,Rain
AB4511,25-03-2024,SHJ-RUH,A321,2236.4,16703.8,240,9799.5,9989.5,9518.8,28.87,0,None,10.4,-22.9,Clear
AB4512,16-04-2024,SHJ-DOH,A321,2258.3,17321.9,191,9274.7,9430.4,9055.7,30.28,49,Technical,19.8,8,Rain
AB4513,22-02-2024,SHJ-DEL,A320,1661.4,14215.9,143,8573.3,8550.6,8244.9,29.11,27,None,15.2,-15.8,Clear
AB4514,19-02-2024,SHJ-CAI,A320,1501.3,13229.8,198,6845.7,6875.8,6544.7,28.34,21,Weather,21.6,-13,Storm
AB4515,20-01-2024,SHJ-JED,A321,2485.4,15946,188,8912.8,9016.8,8747.5,28.86,19,Late Arrival,9.9,-20.2,Rain
AB4516,05-03-2024,SHJ-DEL,A320,2042.9,14572.2,127,7988.3,8088.9,7761.6,27.62,44,ATC,18.4,-15.2,Fog
AB4517,06-01-2024,SHJ-RUH,A321,2191.2,16974.5,205,10273.5,10442.3,10012.7,29.5,6,Technical,22.2,-12.6,Fog
AB4518,06-02-2024,SHJ-JED,A321,2365.5,16585.7,205,9635.3,9784.2,9385.3,30.47,21,None,25.1,-3.1,Cloudy
AB4519,01-02-2024,SHJ-DOH,A320,1746.3,14835.8,139,8186.1,8280.6,8004.3,26.56,31,Late Arrival,16,-6.4,Storm
AB4520,14-03-2024,SHJ-DEL,A320,1784.9,12155.8,155,7469.3,7644.7,7170.8,29.67,5,ATC,11.7,-31.2,Clear
AB4521,12-01-2024,SHJ-DEL,A320,1895.9,13891.8,133,7496.4,7611,7065.3,28.05,2,Weather,15.7,-11.8,Fog
AB4522,06-01-2024,SHJ-MCT,A321,2228.4,17271,220,9519.7,9590.1,9181.3,28.95,36,None,18.1,-23.3,Fog
AB4523,23-02-2024,SHJ-JED,A320,1842.1,12834.4,169,9696,9809.4,9476.9,27.98,9,Late Arrival,17.7,-9.3,Clear
AB4524,28-02-2024,SHJ-DEL,A321,1980.4,17188.7,211,7737.3,7843,7399.3,28.13,13,Technical,11.4,-30.3,Clear
AB4525,12-04-2024,SHJ-JED,A320,1807.4,12314.4,141,6998.1,7120.2,6690.2,27.11,0,Weather,18.7,-18.3,Rain
AB4526,14-01-2024,SHJ-RUH,A321,2060,18328.7,213,9329.8,9480.3,9068.4,29.55,0,Late Arrival,14.5,-26.7,Cloudy
AB4527,17-03-2024,SHJ-CAI,A320,1797.6,14627.1,143,7920.6,8022,7450.7,27.31,0,Weather,15.6,-36.2,Cloudy
AB4528,23-01-2024,SHJ-MCT,A321,2121.1,17042.2,210,9020,9161.6,8899.1,28.65,12,None,13.4,-26.1,Rain
AB4529,01-02-2024,SHJ-MCT,A321,2084,15166.1,191,9485.3,9551.1,9155.4,27.8,2,ATC,21.9,-34.1,Clear
AB4530,16-02-2024,SHJ-CAI,A320,1802.6,13339.6,187,7493.4,7644.1,7127.2,29.54,0,ATC,11,-2.5,Storm
AB4531,23-01-2024,SHJ-DOH,A321,2400.3,15883.1,145,9580.9,9639.5,9432.6,29.18,16,Late Arrival,25.9,-25.6,Rain
AB4532,16-03-2024,SHJ-JED,A321,2004.7,17417.3,217,9136.9,9218,8833.7,29.69,43,None,14.4,-13.7,Cloudy
AB4533,26-04-2024,SHJ-MCT,A320,1494,12927.4,176,7929.6,8030,7740.5,28.88,0,Late Arrival,26.7,-11.4,Cloudy
AB4534,26-01-2024,SHJ-CAI,A321,2318.6,16498.7,240,10462.3,10600.2,10199.1,28.27,4,Technical,25.3,-14.2,Clear
AB4535,09-02-2024,SHJ-RUH,A321,2332.3,17669.6,220,8688.8,8814.6,8222.7,29.59,11,Weather,23.6,8.7,Fog
AB4536,28-04-2024,SHJ-CAI,A320,1724.9,15065.4,165,6001.9,6123.1,5842.3,29.01,22,Technical,21.8,18.8,Clear
AB4537,12-04-2024,SHJ-MCT,A320,1905.7,13735.1,162,9635,9796.9,9461.9,28.02,0,None,10.7,2.2,Fog
AB4538,28-03-2024,SHJ-DOH,A321,2028.5,16562.4,190,11465.9,11498.5,11156,28.57,37,ATC,13.1,-25.4,Rain
AB4539,25-01-2024,SHJ-JED,A321,2437.4,16842.3,185,9723.4,9826,9438.6,29.95,14,Weather,17.5,-22.1,Fog
AB4540,30-03-2024,SHJ-MCT,A321,2415.4,15779.7,166,9274.7,9353.9,8936.9,28.47,2,Weather,17.9,-39.5,Cloudy
AB4541,21-01-2024,SHJ-RUH,A321,2332.3,13837.7,220,9813.3,9816.9,9463.6,29.29,0,Weather,26,-14.6,Rain
AB4542,24-01-2024,SHJ-DOH,A321,1964.7,14809.5,197,10311.6,10420.6,9896.3,29.08,3,Weather,17.9,-1.8,Cloudy
AB4543,21-01-2024,SHJ-CAI,A320,1730.7,14658.8,154,9013.3,9161.9,8655.4,29.88,0,ATC,21.8,-13,Clear
AB4544,23-04-2024,SHJ-DOH,A321,2289.5,16740.6,214,9836.4,9977.7,9445.8,28.98,6,Weather,18.1,-26.2,Cloudy
AB4545,13-04-2024,SHJ-RUH,A320,2156,12729.2,179,8743.8,8858.6,8496.9,29.26,3,ATC,24.6,-3.2,Rain
AB4546,14-03-2024,SHJ-JED,A320,1658,12891.9,168,6759.7,6835.2,6750.2,30.17,1,ATC,19.9,-9.5,Rain
AB4547,15-01-2024,SHJ-DEL,A321,2191.8,16166.4,234,9539.9,9679.8,9249.1,27.97,0,None,9.9,-11.5,Storm
AB4548,28-01-2024,SHJ-DEL,A320,1767.3,14826.4,166,6629,6773.9,6364.6,27.74,33,Weather,15.7,-9.2,Rain
AB4549,06-04-2024,SHJ-JED,A321,1843.5,16273.6,202,8102.1,8170.1,7690.9,28.26,36,Technical,18.8,-8.3,Cloudy
AB4550,29-02-2024,SHJ-JED,A320,1459.5,13201.5,206,8854,8965.3,8661.4,27,37,Late Arrival,6.7,-15.9,Cloudy
AB4551,15-04-2024,SHJ-RUH,A321,2252.1,15387.4,204,9875.5,9911.6,9753.4,28.84,0,Late Arrival,15.7,-20.3,Cloudy
AB4552,06-01-2024,SHJ-DOH,A321,2017.9,16473.4,215,10278.9,10347.4,10103.5,29.59,0,ATC,18.5,-19.6,Rain
AB4553,20-03-2024,SHJ-RUH,A320,1282.6,13505.7,171,7788.1,7896,7535.6,28.99,20,Late Arrival,14.2,-41.9,Fog
AB4554,13-02-2024,SHJ-DEL,A320,1903.9,12822.3,154,8200.9,8365.2,7786.3,28.06,0,Technical,12,9.4,Clear
AB4555,29-01-2024,SHJ-JED,A320,1742,14677.8,168,7504.4,7535.2,7258.2,29.12,7,ATC,25.1,-26.7,Fog
AB4556,09-03-2024,SHJ-MCT,A320,1740.4,12866.7,158,6759.9,6865.3,6419.6,29.47,0,ATC,24.1,-34.7,Clear
AB4557,23-01-2024,SHJ-MCT,A320,1868.8,12854.6,169,5489.4,5594.7,5256.5,29.76,0,None,18,-27.8,Cloudy
AB4558,10-04-2024,SHJ-DEL,A321,1816.8,15375.2,200,9967.1,10001.5,9658.3,27.17,18,None,17,4.2,Fog
AB4559,25-03-2024,SHJ-DEL,A321,2129.5,17643.2,220,10321.6,10444.3,9978.4,26.71,5,Weather,14.7,-0.9,Storm
AB4560,10-03-2024,SHJ-DOH,A321,1999.7,16219.7,226,9801,9956.4,9484.2,29.26,0,None,11.5,-12.7,Rain
AB4561,24-04-2024,SHJ-DEL,A320,1646,13758.9,186,7778.7,7864.7,7523.1,27.75,0,None,26.4,-28.2,Clear
AB4562,08-03-2024,SHJ-CAI,A321,2356.9,15481.5,220,9669.4,9778.1,9366.9,29.42,5,Weather,17.1,-11.3,Clear
AB4563,19-02-2024,SHJ-CAI,A321,1971.6,15203.7,213,7490.2,7680.5,7358.5,30.55,0,None,23,-4.5,Clear
AB4564,06-01-2024,SHJ-DOH,A320,1894.2,13921.1,177,8798,8820.5,8433.8,30.03,58,Weather,8.5,-12.3,Fog
AB4565,27-04-2024,SHJ-DOH,A321,2609.1,17502.3,230,8061.5,8173.4,7682.4,29.78,0,Late Arrival,12.6,-22.1,Storm
AB4566,01-02-2024,SHJ-CAI,A321,2124.2,16342.6,200,9299,9396.6,9065.6,27.58,20,None,19.3,-38.9,Storm
AB4567,22-03-2024,SHJ-DOH,A321,2465.3,15673.2,233,9829.4,9938.2,9429.4,29.57,29,None,27.5,-3.9,Storm
AB4568,05-04-2024,SHJ-CAI,A320,1889.6,12651.5,116,7869.6,7935.7,7641,27.92,23,Weather,14.9,-6.6,Cloudy
AB4569,28-01-2024,SHJ-CAI,A320,1806.7,14037.6,202,8178.1,8304.3,7883.5,29.8,9,ATC,20.2,-21.6,Cloudy
AB4570,01-04-2024,SHJ-DOH,A320,1779.4,13509.9,153,9696.1,9719,9451.4,28.13,30,ATC,24.2,-37.9,Cloudy
AB4571,24-01-2024,SHJ-DEL,A321,2422.6,18558.9,196,9325.9,9518.6,9149.1,27.51,2,Late Arrival,21.9,-30.3,Clear
AB4572,06-02-2024,SHJ-MCT,A321,2002.2,16447.8,240,9244,9288.2,8964.7,29.39,27,Weather,15,-12,Clear
